HOSTNAME,DNSNAME,OSmanufacturer,OSDescription,OSarchitecture,OStype,OSversion,OSKernelVersion,ProcManufacturer,ProcName,ProcNumberTotalofSOCKET,ProcNumberofCORESperSocket,ProcNumberTotalofCORES,ProcNumberoflogicalprocpercore,ComputeManufacturer,ComputeModel,SMBIOSSBIOSVersion,BiosManufacturer,ServerSerialnumber,ServerDateTime,ServerDateTimeUTC,ServerLastrebootDateTime,ServerUptime,ServerNTPSourceName,DateLastScriptExecution
abhay-ansible-centos,abhay-ansible-centos.novalocal,"centos","CentOS Linux",x86_64,,"7 (Core)",3.10.0-862.3.2.el7.x86_64,GenuineIntel,Intel(R) Xeon(R) CPU E5-2658 v4 @ 2.30GHz,1,2,2,1,Xen,HVM domU,4.1.2_115-908.792.,Xen,23de4152-8d95-4f6e-ba92-4e69c7539493,20/06/2018 09:40:30,20/06/2018 09:40:30,20-06-2018 09:15,25 minutes,195.154.105.147, 20/06/2018 09:40:36
